"","genes","logFC","logCPM","LR","PValue","FDR","AGI","At_symbol","At_short_description","perc_ID"
"3282","BraA07g016580.3C",1.65604039921637,2.56024657460146,66.566789099114,3.3823695670576e-16,2.4618538762301e-15,"AT5G67320","HOS15","WD-40 repeat family protein",87.382
"3283","BraA06g025150.3C",-1.25086733227568,3.80265768724716,66.5603396357614,3.39345419713045e-16,2.4691694749026e-15,"AT3G49590","ATG13","Autophagy-related protein 13",75.809
"3284","BraA06g010780.3C",0.993142008714939,5.60936732282561,66.5465296005258,3.41731174490098e-16,2.48577171017645e-15,"AT1G14610","TWN2","valyl-tRNA synthetase / valine--tRNA ligase (VALRS)",88.612
"3285","BraA01g012710.3C",1.08916236642665,5.59592883936136,66.5436836396932,3.42224910335616e-16,2.48860537537205e-15,"AT4G22000",NA,NA,89.77
"3286","BraA09g020590.3C",1.24677452746577,3.62307429091744,66.5300375458072,3.44602256571939e-16,2.50513046408718e-15,"AT5G44450",NA,"methyltransferases",87.694
"3287","BraA05g036790.3C",-0.73743301524034,6.85998224150595,66.4985371100626,3.5015336622261e-16,2.5447105604885e-15,"AT3G09840","ATCDC48",NA,92.064
"3288","BraA05g038570.3C",1.73214668555497,3.52820296731447,66.4796632868311,3.53522139014624e-16,2.56841145279238e-15,"AT3G07060","emb1974",NA,85.142
"3289","BraA01g006150.3C",0.843039268290176,5.10914286926355,66.4679621450327,3.55626928304502e-16,2.5829176233925e-15,"AT4G31780","EMB2797","monogalactosyl diacylglycerol synthase 1",92.059
"3290","BraA10g001530.3C",-1.13579257801307,4.26037079344756,66.4360125412913,3.61438058528197e-16,2.62432593985458e-15,"AT2G44750","TPK2","thiamin pyrophosphokinase 2",85.199
"3291","BraA09g005920.3C",0.999159464249893,4.10173723955078,66.4302103668763,3.62503530048498e-16,2.63126232932195e-15,"AT2G47840","AtTic20-II","Uncharacterised conserved protein ycf60",81.323
"3292","BraA02g031540.3C",-3.21233095782432,1.62789328624593,66.4275520673886,3.62992730964381e-16,2.6340128667306e-15,"AT3G02130","CLI1","receptor-like protein kinase 2",85.714
"3293","BraA07g009790.3C",1.45978442821167,3.48147164623675,66.4216087234165,3.64088861616096e-16,2.64116450843769e-15,"AT3G23330",NA,NA,86.729
"3294","BraA05g010720.3C",1.87895925336608,2.70725390940742,66.4134798681691,3.65593429760129e-16,2.6512737857043e-15,"AT2G34400",NA,"Pentatricopeptide repeat (PPR-like) superfamily protein",84.091
"3295","BraA06g031500.3C",-1.6075141006655,4.99727050754042,66.3785741915553,3.72125136568585e-16,2.69782253789086e-15,"AT5G24110","ATWRKY30","WRKY DNA-binding protein 30",80.355
"3296","BraA05g041260.3C",-0.693468819813193,6.73963875181378,66.3351764461203,3.80408956677441e-16,2.75704161320106e-15,"AT3G02470","SAMDC","S-adenosylmethionine decarboxylase",87.5
"3297","BraA09g055820.3C",-4.7203986777181,0.226979129682299,66.3307015798589,3.81273548071938e-16,2.76246967435319e-15,"AT2G21110",NA,"Disease resistance-responsive (dirigent-like protein) family protein",81.53
"3298","BraA09g035160.3C",2.44340093013869,11.6856589227172,66.2767406190503,3.91855463000764e-16,2.83827874474295e-15,"AT1G29910","AB180","chlorophyll A/B binding protein 3",91.542
"3299","BraA01g022390.3C",-0.946291569815888,3.93089686694742,66.2730775903169,3.92584353395173e-16,2.84269628187447e-15,"AT3G51460","RHD4",NA,89.562
"3300","BraA05g004230.3C",-0.896150673913041,5.27015179709843,66.2351372164831,4.00214192091414e-16,2.89706564263021e-15,"AT2G44280",NA,"Major facilitator superfamily protein",87.546
"3301","BraA02g034070.3C",3.60989209963008,1.68055153017338,66.2223670045188,4.028155185229e-16,2.91501275567254e-15,"AT5G47500","PME5","Pectin lyase-like superfamily protein",88.777
"3302","BraA01g011400.3C",1.6902483440204,2.75565775039387,66.2031151178488,4.06769187181206e-16,2.9427323874575e-15,"AT4G20325",NA,NA,89.467
"3303","BraA07g016190.3C",0.637606038435591,6.75750904920896,66.1350555648517,4.21060064040851e-16,3.04444147661111e-15,"AT1G19880",NA,"Regulator of chromosome condensation (RCC1) family protein",87.462
"3304","BraA05g042060.3C",-1.56453264424419,2.83448733191118,66.1343690493223,4.21206745557154e-16,3.04444147661111e-15,"AT3G03720","AtCAT4",NA,88.37
"3305","BraA05g000350.3C",0.719495519100336,4.81155998500341,66.134350960164,4.21210611193894e-16,3.04444147661111e-15,"AT2G47580","U1A",NA,80.711
"3306","BraA02g008130.3C",1.25206548326415,5.08856399438626,66.1276120300172,4.22653186770025e-16,3.05394413961354e-15,"AT5G19370",NA,"rhodanese-like domain-containing protein / PPIC-type PPIASE domain-containing protein",83.755
"3307","BraA03g047460.3C",-0.790938418044489,4.44574108570076,66.1125229953145,4.25901184439531e-16,3.07648245959828e-15,"AT4G17270",NA,NA,89.951
"3308","BraA05g032780.3C",1.89052889418231,4.2579107121244,66.1111802432626,4.26191426310684e-16,3.07764836508755e-15,"AT3G14240",NA,NA,85.444
"3309","BraA09g031540.3C",1.43335022980542,5.17823982372485,66.0985801793846,4.28924645370027e-16,3.09644966110583e-15,"AT1G33590",NA,"Leucine-rich repeat (LRR) family protein",81.5
"3310","BraA07g033650.3C",1.95425289742091,5.16926662792569,66.0961375450245,4.29456529939791e-16,3.09935274537816e-15,"AT1G68560","ATXYL1","alpha-xylosidase 1",84.092
"3311","BraA03g042190.3C",1.47651362483092,4.10897616480973,66.0927834177656,4.30187967718379e-16,3.10369380031913e-15,"AT2G05990","ENR1","NAD(P)-binding Rossmann-fold superfamily protein",87.048
"3312","BraA05g007250.3C",-2.77251540643235,1.81248320432133,66.0730316979435,4.34520593503758e-16,3.13400601981213e-15,"AT2G38400","AGT3","alanine:glyoxylate aminotransferase 3",84.532
"3313","BraA02g000450.3C",2.52312582114952,1.73564660427696,66.0574106089693,4.37978040787414e-16,3.15798956786288e-15,"AT5G02260","ATEXP9","expansin A9",88.422
"3314","BraA01g018840.3C",1.12128419626258,4.87489400808209,66.0475254751335,4.40180142410542e-16,3.17290984969916e-15,"AT4G28025",NA,NA,88.415
"3315","BraA01g034200.3C",-0.69427345420713,5.82047008417735,66.0433832128598,4.41106200191264e-16,3.1786259155864e-15,"AT3G18750","ATWNK6","with no lysine (K) kinase 6",88.163
"3316","BraA08g001660.3C",4.77531660937532,0.594542814186502,66.0414992906342,4.41528020601123e-16,3.18070607844379e-15,"AT1G53250",NA,NA,79.475
"3317","BraA05g031580.3C",1.46041067758821,5.95937869905202,66.0407632374226,4.41692936522317e-16,3.1809348410145e-15,"AT3G15520",NA,NA,85.328
"3318","BraA01g036790.3C",-0.922731627205784,4.06669430761996,66.0019126677002,4.50485610220039e-16,3.24327916122251e-15,"AT3G15350",NA,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein",84.496
"3319","BraA08g034290.3C",-1.07565417979833,4.43596230138653,65.9962862786038,4.51773410797303e-16,3.2515707252564e-15,"AT1G05620","NSH2","uridine-ribohydrolase  2",88.728
"3320","BraA01g016520.3C",-0.960966956668446,5.82062262658357,65.9743903923533,4.56820220664004e-16,3.28690404554871e-15,"AT4G25800",NA,"Calmodulin-binding protein",77.906
"3321","BraA06g019310.3C",-0.912987513075806,4.98328049368867,65.9679815307075,4.58308049576549e-16,3.29661628674634e-15,"AT3G47670",NA,NA,79.391
"3322","BraA10g009960.3C",1.55388331533036,2.12815187702242,65.9633848672317,4.59378157889568e-16,3.30331891501084e-15,"AT5G51380",NA,"RNI-like superfamily protein",80.82
"3323","BraA01g012140.3C",1.2111783018276,5.0286589439676,65.9477979984058,4.63025441751422e-16,3.32854401220523e-15,"AT4G21430","B160","Zinc finger, RING-type;Transcription factor jumonji/aspartyl beta-hydroxylase",79.91
"3324","BraA06g043410.3C",3.06687640304516,2.42760989372515,65.9468408769114,4.63250347264689e-16,3.32915893365189e-15,"AT5G44020",NA,"HAD superfamily, subfamily IIIB acid phosphatase",89.778
"3325","BraA07g033950.3C",-1.37508607581495,3.98593383819838,65.9387209087437,4.65162788677505e-16,3.34189735215887e-15,"AT1G68910","WIT2","WPP domain-interacting protein 2",85.108
"3326","BraA01g035590.3C",-1.56824217334408,2.80979433848762,65.8910555664625,4.76549426325799e-16,3.42267369094128e-15,"AT3G17000","UBC32",NA,86.452
"3327","BraA08g020850.3C",1.3331792879709,3.68949325181805,65.8706600327729,4.81506449562585e-16,3.4572365696276e-15,"AT4G23620",NA,"Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain",82.506
"3328","BraA09g026260.3C",-2.780218337589,2.8452158040935,65.8622274452294,4.83570986317421e-16,3.47101674313418e-15,"AT4G12580",NA,NA,78.947
"3329","BraA05g042020.3C",-2.54737251548616,1.58782450226908,65.851593818462,4.86187029374977e-16,3.48874609723925e-15,"AT3G03650","EDA5",NA,82.811
"3330","BraA02g033170.3C",3.01890266770163,1.37771351292711,65.8323284335591,4.9096273897963e-16,3.52195732995357e-15,"AT5G46740","UBP21","ubiquitin-specific protease 21",76.523
"3331","BraA07g035460.3C",-1.01905329053414,6.64129820772679,65.8168978429552,4.94821664869e-16,3.54857398090383e-15,"AT1G70750","MyoB2","Protein of unknown function, DUF593",77.836
"3332","BraA07g026950.3C",-1.48304629716701,2.98203703433609,65.8065620465746,4.9742342512893e-16,3.565246107986e-15,"AT1G77610",NA,"EamA-like transporter family protein",88.659
"3333","BraA05g042320.3C",-2.2051405062115,1.49023746197093,65.806476710476,4.97444963074235e-16,3.565246107986e-15,"AT3G04060","anac046","NAC domain containing protein 46",85.714
"3334","BraA09g004080.3C",-0.881473111886083,7.39763292137669,65.8036888074053,4.98149114220776e-16,3.56922196775822e-15,"AT5G48160","OBE2","Protein of unknown function (DUF1423)",77.088
"3335","BraA10g007220.3C",2.57001219762673,4.78218991480771,65.7833252767085,5.03322740271147e-16,3.60520948113858e-15,"AT1G45130","AtBGAL5","beta-galactosidase 5",89.177
"3336","BraA09g034240.3C",-1.5721292181454,6.47223733069031,65.7747858289486,5.05508266130792e-16,3.6197786155073e-15,"AT1G30755","PSI2","Protein of unknown function (DUF668)",84.847
"3337","BraA09g056170.3C",2.28073917728776,2.10328694699376,65.77255133605,5.0608171192925e-16,3.62279890157804e-15,"AT2G20540","MEF21","mitochondrial editing factor  21",80.587
"3338","BraA02g001460.3C",-1.83705447906597,3.52955586539982,65.7525000604614,5.11256751699028e-16,3.65831923482383e-15,"AT5G04760","DIV2","Duplicated homeodomain-like superfamily protein",84.946
"3339","BraA10g005910.3C",-1.0766269175356,3.91070836885887,65.7521407658108,5.11349963373944e-16,3.65831923482383e-15,"AT1G07240","UGT71C5","UDP-glucosyl transferase 71C5",83.69
"3340","BraA01g040600.3C",1.5636459215283,3.34010613176562,65.7356082697106,5.15657422461683e-16,3.68803128974991e-15,"AT3G09720","AtRH57",NA,86.472
"3341","BraA09g031130.3C",-0.79553584190889,5.2188250163502,65.7025042561346,5.24391930012763e-16,3.74937875610442e-15,"AT1G34190","anac017","NAC domain containing protein 17",79.552
"3342","BraA09g020630.3C",1.94658146990701,2.49727033960608,65.6581264372139,5.36333689755754e-16,3.8336143569376e-15,"AT4G20260","ATPCAP1","plasma-membrane associated cation-binding protein 1",74.021
"3343","BraA05g037380.3C",1.50331884728115,5.3985485615787,65.6460075305306,5.39641836622629e-16,3.85610654898036e-15,"AT3G08920",NA,NA,84.711
"3344","BraA10g010610.3C",-1.13221911091766,5.10664387582092,65.6282919073544,5.44514508212371e-16,3.88976153474196e-15,"AT5G52200","AtI-2","phosphoprotein phosphatase inhibitors",82.25
"3345","BraA04g004290.3C",0.764203812584015,7.39200659115515,65.6195266188424,5.469416478001e-16,3.90593186327318e-15,"AT1G79930","AtHsp70-14","heat shock protein 91",84.49
"3346","BraA02g000020.3C",-0.692408554343469,4.9838192661547,65.5972567678368,5.53157043106457e-16,3.9491379096614e-15,"AT5G01010",NA,NA,86.704
"3347","BraA01g013640.3C",-2.57135531257672,2.70548183124369,65.5887800606566,5.55541370012307e-16,3.96497527542695e-15,"AT4G23010","ATUTR2","UDP-galactose transporter 2",85.802
"3348","BraA07g032610.3C",2.39273306960193,1.59475721640497,65.5660361277556,5.6198970638832e-16,4.00979991224737e-15,"AT1G67780",NA,"Zinc-finger domain of monoamine-oxidase A repressor R1 protein",78.146
"3349","BraA06g043350.3C",-0.644104018290434,6.71862517108066,65.5183014919673,5.75767915818318e-16,4.10688085191639e-15,"AT5G44070","ARA8","phytochelatin synthase 1 (PCS1)",89.011
"3350","BraA01g018360.3C",1.18226210255321,4.28413104129101,65.4863762861998,5.85170948732825e-16,4.1727055592029e-15,"AT4G27610",NA,NA,84.555
"3351","BraA09g000650.3C",-1.08495214904239,5.14968993701699,65.4616301168986,5.92565082542157e-16,4.22417030491407e-15,"AT4G00330","CRCK2",NA,83.519
"3352","BraA03g019260.3C",1.10917591707935,3.24809848819602,65.4565345077078,5.94099212757451e-16,4.23384307707338e-15,"AT2G37020",NA,"Translin family protein",87.568
"3353","BraA09g044590.3C",1.19535421828178,2.94407696227855,65.4273817807058,6.02952904969103e-16,4.29565731998268e-15,"AT3G53580",NA,NA,88.462
"3354","BraA01g041030.3C",-1.35688577130552,3.68059972136979,65.4230684811441,6.04274018179187e-16,4.30378585159941e-15,"AT3G08760","ATSIK",NA,80.496
"3355","BraA05g008470.3C",2.23704729945341,6.51523386998782,65.4100502923261,6.08278922916484e-16,4.33101845324261e-15,"AT2G36885",NA,NA,84.347
"3356","BraA07g009350.3C",2.99732007023257,2.08522872104182,65.407686011847,6.09009112306756e-16,4.33492540964952e-15,"AT3G23750","BARK1",NA,80.856
"3357","BraA05g005820.3C",0.82685062779151,4.32116699157726,65.400845009996,6.11126845059665e-16,4.34870362668611e-15,"AT2G40290",NA,"Eukaryotic translation initiation factor 2 subunit 1",88.65
"3358","BraA01g022400.3C",-1.22356858698199,5.66705996597136,65.3887876474671,6.14877330316911e-16,4.37408864401738e-15,"AT3G51430","SSL5","Calcium-dependent phosphotriesterase superfamily protein",81.047
"3359","BraA05g007310.3C",2.57953008785844,1.45842066763456,65.3829277379992,6.16708382092681e-16,4.38580822608811e-15,"AT5G07090",NA,"Ribosomal protein S4 (RPS4A) family protein",82.895
"3360","BraA03g012770.3C",1.58477396791146,5.14390622988007,65.3656592453833,6.22136070668276e-16,4.42309120717969e-15,"AT5G56850",NA,NA,86.378
"3361","BraA03g040080.3C",3.90277852201719,9.12090229097625,65.316693558363,6.37787840530109e-16,4.53301872495782e-15,"AT3G22120","CWLP",NA,73.107
"3362","BraA06g008890.3C",1.75757054085594,10.5475572018135,65.3054854010234,6.41425554287863e-16,4.55751744224524e-15,"AT1G12900","GAPA-2","glyceraldehyde 3-phosphate dehydrogenase A subunit 2",92.917
"3363","BraA10g019750.3C",1.15821153254928,3.50133975173847,65.2767569715215,6.50844708647148e-16,4.62212001928396e-15,"AT5G20920","eIF-2bs","eukaryotic translation initiation factor 2 beta subunit",86.545
"3364","BraA03g051480.3C",-0.976784646510873,6.46240186379425,65.276575299636,6.50904711355963e-16,4.62212001928396e-15,"AT4G23810","ATWRKY53","WRKY family transcription factor",81.616
"3365","BraA08g005690.3C",0.963858492603468,4.10409740105145,65.2631624501001,6.55350037649985e-16,4.6523036253738e-15,"AT1G44835",NA,"YbaK/aminoacyl-tRNA synthetase-associated domain",85.281
"3366","BraA02g013420.3C",1.60549616894895,5.21643834904017,65.258776868043,6.56810099093315e-16,4.66128331762956e-15,"AT4G26760","MAP65-2",NA,78.415
"3367","BraA09g038710.3C",3.29388554138537,0.718106184080382,65.2570759234565,6.57377258243031e-16,4.66392276356089e-15,"AT1G26840","ATORC6","origin recognition complex protein 6",87.002
"3368","BraA08g010190.3C",-1.59617303089644,3.50051445796012,65.2549583869236,6.58084009575614e-16,4.6675507187477e-15,"AT1G31130",NA,NA,85.507
"3369","BraA01g040540.3C",-1.15118473490521,6.42879568632815,65.2295958074797,6.66608363387233e-16,4.72660747539158e-15,"AT3G09830","PCRK1","Protein kinase superfamily protein",83.605
"3370","BraA09g056910.3C",-2.22364041815011,1.53344402441676,65.2203245093835,6.69751939362626e-16,4.74748793100724e-15,"AT1G19020",NA,NA,80.899
"3371","BraA04g026230.3C",0.939623814624086,6.37049607682441,65.1780549850386,6.84273072187091e-16,4.84898105855984e-15,"AT2G36990","ATSIG6",NA,83.557
"3372","BraA08g035370.3C",2.51171919846011,1.28944683956739,65.1493577927283,6.94310706621103e-16,4.91865188605128e-15,"AT1G03510",NA,"Tetratricopeptide repeat (TPR)-like superfamily protein",88.682
"3373","BraA04g022880.3C",2.23066135473902,4.73408076240494,65.1479559589724,6.94804792865282e-16,4.92069282299611e-15,"AT2G31790",NA,"UDP-Glycosyltransferase superfamily protein",85.058
"3374","BraA06g030730.3C",1.3829611151269,3.42897828969335,65.1387881984104,6.98044718851253e-16,4.9421731606161e-15,"AT5G23300","PYRD","pyrimidine d",90.065
"3375","BraA07g041550.3C",-1.07075642324439,4.04939423392931,65.1089283845921,7.08702458628075e-16,5.0161435056911e-15,"AT1G78420","DA2","RING/U-box superfamily protein",79.746
"3376","BraA10g015960.3C",-1.86511509435203,2.54398769971127,65.0954622873057,7.13561971598895e-16,5.04904276586327e-15,"AT5G57910",NA,NA,75.645
"3377","BraA02g006430.3C",-1.7125976282283,2.87043646146199,65.0730611981807,7.21719820985876e-16,5.10525409644969e-15,"AT5G16340",NA,"AMP-dependent synthetase and ligase family protein",83.794
"3378","BraA02g005490.3C",3.11628625287879,1.02024156437528,65.0519534969314,7.29492016653932e-16,5.15749951809008e-15,"AT4G17700",NA,NA,70.703
"3379","BraA03g047710.3C",0.965303359475141,5.619255711854,65.0518307417153,7.29537461136403e-16,5.15749951809008e-15,"AT4G17740",NA,"Peptidase S41 family protein",89.764
"3380","BraA01g014520.3C",-0.881268720045668,7.14126460749963,65.048156356269,7.30899045605711e-16,5.16559656847018e-15,"AT4G23850","LACS4","AMP-dependent synthetase and ligase family protein",90.216
"3381","BraA01g033210.3C",0.764653687652594,5.7269396602458,65.0130268410417,7.44045710273924e-16,5.25695472553194e-15,"AT3G20050","ATTCP-1",NA,92.717
"3382","BraA02g034960.3C",1.33577515249677,3.7499192901326,64.9931316755512,7.51595818717087e-16,5.30872883427373e-15,"AT2G01640",NA,NA,86.373
"3383","BraA07g042300.3C",-0.67686604080159,6.9571114400086,64.9905454398027,7.52582894208895e-16,5.31412952316349e-15,"AT1G79340","AtMC4","metacaspase 4",84.885
"3384","BraA01g000890.3C",-2.13180573932351,3.94066247846519,64.9759020465637,7.5819627393137e-16,5.35218457200726e-15,"AT4G40020",NA,"Myosin heavy chain-related protein",71.564
"3385","BraA06g018850.3C",-2.32211996659482,3.74099601851228,64.9455277607887,7.6997382608961e-16,5.43371780136739e-15,"AT3G48020",NA,NA,76.039
"3386","BraA01g041950.3C",-1.43467894923803,2.55503533991216,64.9376518618461,7.73057454097395e-16,5.45386782737111e-15,"AT3G06590","AIF2","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",78.261
"3387","BraA08g035160.3C",1.19466620917204,4.10091965364624,64.9329267359421,7.74913395471647e-16,5.46534726632025e-15,"AT1G03860","ATPHB2","prohibitin 2",92.157
"3388","BraA10g033050.3C",3.6227370408228,0.932262591712929,64.9195227765811,7.80202514735887e-16,5.50102646753568e-15,"AT5G02710",NA,NA,85.468
"3389","BraA02g015070.3C",0.970175431181094,5.54167540994695,64.9133932752071,7.82633197197035e-16,5.51653638673436e-15,"AT5G52840",NA,"NADH-ubiquinone oxidoreductase-related",87.476
"3390","BraA03g013910.3C",-0.866076012579449,5.76179573137812,64.8626135437842,8.03063715365639e-16,5.65887493588625e-15,"AT4G27270",NA,NA,84.466
"3391","BraA06g028120.3C",1.03475588951607,5.16811171963132,64.8541837144408,8.06506610179342e-16,5.68145971806668e-15,"AT5G64670",NA,"Ribosomal protein L18e/L15 superfamily protein",89.218
"3392","BraA07g009700.3C",2.23469077920057,3.78567554860911,64.8462189980101,8.09773110580784e-16,5.70278893442034e-15,"AT3G23390","RPL36aA",NA,92.138
"3393","BraA01g015510.3C",1.93077360008248,2.31084825472636,64.8174969202507,8.21662962718261e-16,5.78481722764923e-15,"AT4G24760",NA,"alpha/beta-Hydrolases superfamily protein",89.737
"3394","BraA08g020480.3C",-0.618925155169858,7.12288409399284,64.8058695055458,8.2652579193878e-16,5.81733886795332e-15,"AT4G24220","5[beta]-StR","NAD(P)-binding Rossmann-fold superfamily protein",85.337
"3395","BraA06g025070.3C",0.9428383719323,4.31016665031883,64.7793330884068,8.37731990763537e-16,5.89447475562868e-15,"AT3G49430","At-SR34a","SER/ARG-rich protein 34A",87.194
"3396","BraA03g022020.3C",0.984921458166036,7.56294999917926,64.7723689125044,8.40698024834905e-16,5.9136025963652e-15,"AT2G41680","NTRC",NA,88.317
"3397","BraA06g038980.3C",2.75810739167689,0.690102784512682,64.740180139318,8.54544271067223e-16,6.00922977546477e-15,"AT2G03880","REME1","Pentatricopeptide repeat (PPR) superfamily protein",86.145
"3398","BraA02g036970.3C",1.66383426865192,3.29725263179239,64.7197057069176,8.6346998098624e-16,6.07020921300745e-15,"AT3G26510",NA,"Octicosapeptide/Phox/Bem1p family protein",78.3
"3399","BraA06g006990.3C",-1.37524246624067,4.93720087483388,64.7156910557752,8.65231051630318e-16,6.08080004746839e-15,"AT1G10140",NA,"Uncharacterised conserved protein UCP031279",79.96
"3400","BraA07g025220.3C",-1.39976686561736,3.81973944855312,64.7116732422718,8.6699710705466e-16,6.09141967450639e-15,"AT3G62770","AtATG18a","Transducin/WD40 repeat-like superfamily protein",81.052
"3401","BraA03g047120.3C",-2.76268464920421,1.82818051273574,64.6820517726421,8.80129200388927e-16,6.18186602143213e-15,"AT4G16620","UMAMIT8",NA,88.519
"3402","BraA03g037430.3C",-0.710858963878271,6.52936385727891,64.6674430343825,8.86678780240253e-16,6.22603841927665e-15,"AT3G16230",NA,"Predicted eukaryotic LigT",89.189
"3403","BraA06g038960.3C",3.22453082567972,2.45795435672959,64.6321712689688,9.02693974158391e-16,6.33663051857057e-15,"AT2G03980",NA,"GDSL-like Lipase/Acylhydrolase superfamily protein",81.793
"3404","BraA06g009540.3C",-0.890537872208976,5.1011274137232,64.625068139707,9.05954000607945e-16,6.3576466411641e-15,"AT1G12050","AtFAH","fumarylacetoacetase, putative",90.381
"3405","BraA03g024030.3C",-1.17302596340208,3.55087922265587,64.6003244981046,9.17402508065058e-16,6.4360972430714e-15,"AT2G46030","UBC6",NA,88.599
"3406","BraA03g055590.3C",-0.958748301816354,7.27668834984034,64.5488487289993,9.41685441033219e-16,6.60451609377614e-15,"AT4G30210","AR2","P450 reductase 2",88.562
"3407","BraA04g016140.3C",1.37785738024593,4.44880871840194,64.5454816900864,9.43296015578823e-16,6.61387003819986e-15,"AT2G22170","PLAT2",NA,87.25
"3408","BraA07g033360.3C",-1.18511908850131,4.09367549777119,64.5158352492828,9.57596450236087e-16,6.71216666761726e-15,"AT1G68160",NA,"Protein of unknown function (DUF3755)",81.077
"3409","BraA01g044440.3C",1.84610905783511,1.90148100201199,64.4915549689496,9.69469841872092e-16,6.79339852820197e-15,"AT3G02330","MEF13",NA,86.556
"3410","BraA09g062540.3C",-1.13091628965327,8.26293770641542,64.4858740865163,9.72269066340826e-16,6.81101567646618e-15,"AT1G08930","ERD6","Major facilitator superfamily protein",87.807
"3411","BraA06g024650.3C",-0.741556659639451,5.1084711718797,64.4332707823943,9.98576227659229e-16,6.99325386289172e-15,"AT3G48670","IDN2","XH/XS domain-containing protein",87.472
"3412","BraA08g017940.3C",3.3320694994944,1.08439094618315,64.4246085391572,1.00297603655936e-15,7.02200807776376e-15,"AT4G30770",NA,NA,85
"3413","BraA08g033430.3C",1.45376518986636,2.98630286961165,64.3940938517749,1.01863042014491e-15,7.12951757293337e-15,"AT1G07740",NA,"Tetratricopeptide repeat (TPR)-like superfamily protein",82.825
"3414","BraA05g016460.3C",-0.889873788155738,4.84929713941374,64.3757034017916,1.02818274088509e-15,7.19426752028793e-15,"AT1G54290",NA,"Translation initiation factor SUI1 family protein",91.379
"3415","BraA09g019870.3C",-0.891388089190474,4.19767249410347,64.3180979389603,1.05868791192838e-15,7.40554519477165e-15,"AT5G43430","ETFBETA","electron transfer flavoprotein beta",88.538
"3416","BraA05g003830.3C",-0.854290053938817,4.07927570891287,64.3127868397518,1.06154560851002e-15,7.42336109370238e-15,"AT2G43790","ATMAPK6","MAP kinase 6",87.257
"3417","BraA03g042390.3C",1.90356558188922,3.10873935435948,64.3037248334119,1.06643935108064e-15,7.45540041516366e-15,"AT2G13600","SLO2","Pentatricopeptide repeat (PPR) superfamily protein",80.749
"3418","BraA04g012720.3C",-0.710478100575842,5.67285215915603,64.2967890751818,1.07020010132101e-15,7.47950263907442e-15,"AT5G40240","UMAMIT40","nodulin MtN21 /EamA-like transporter family protein",82.977
"3419","BraA08g024950.3C",1.51266807478615,3.13849486701278,64.2894088932247,1.07421640139281e-15,7.50527894972445e-15,"AT4G38680","ATCSP2","glycine rich protein 2",77.534
"3420","BraA05g030420.3C",-1.43870074535813,3.54398832651374,64.288858257707,1.07451666142237e-15,7.50527894972445e-15,"AT3G16857","ARR1","response regulator 1",79.74
"3421","BraA04g017190.3C",0.944814473579651,4.87384203700094,64.2287198269937,1.10782047932976e-15,7.73563741895039e-15,"AT2G23380","CLF","SET domain-containing protein",87.45
"3422","BraA07g016440.3C",-1.13246368700151,3.83008492605558,64.1833443946363,1.13363058675679e-15,7.91354981193637e-15,"AT2G19160",NA,NA,87.195
"3423","BraA05g007980.3C",-0.877437225686442,4.93395497240753,64.1616129481394,1.14620390215025e-15,7.99898300162584e-15,"AT2G37570","SLT1","HSP20-like chaperones superfamily protein",82.088
"3424","BraA08g035750.3C",1.58212383115086,3.10812208705645,64.1535162907111,1.15092403321678e-15,8.02957748407779e-15,"AT5G47700","RPP1.3","60S acidic ribosomal protein family",88.506
"3425","BraA01g013730.3C",-1.3393080361499,3.66755342968112,64.122843264137,1.1689826297524e-15,8.15318454292707e-15,"AT4G23180","CRK10",NA,72.529
"3426","BraA09g010990.3C",1.13708113077091,4.28073517846381,64.120614280023,1.17030592868748e-15,8.16003153079002e-15,"AT2G17630","PSAT2","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein",80.392
"3427","BraA07g028060.3C",4.67395608161987,0.765088947144344,64.1149194342004,1.17369364335976e-15,8.1812645907727e-15,"AT1G74890","ARR15","response regulator 15",81.911
"3428","BraA09g014630.3C",1.11481983602772,5.86757933940669,64.1098193390291,1.17673588306976e-15,8.20007782227839e-15,"AT1G64150","CCHA1","Uncharacterized protein family (UPF0016)",79.859
"3429","BraA09g034920.3C",-1.00311647589935,4.72154074620033,64.1086244057096,1.17744980848311e-15,8.20265996647553e-15,"AT1G30110","ATNUDX25","nudix hydrolase homolog 25",90.341
"3430","BraA02g005270.3C",2.78252869598424,0.5095905737102,64.0708139624757,1.20026523698358e-15,8.35916500905652e-15,"AT5G14050",NA,"Transducin/WD40 repeat-like superfamily protein",76.547
"3431","BraA02g010340.3C",-0.974368257403921,3.93280775032042,64.0627547447336,1.20518519431582e-15,8.39098336398026e-15,"AT5G60370",NA,NA,82.112
"3432","BraA03g003330.3C",-1.10398576628023,4.17210919825043,64.0480423537855,1.21421884724845e-15,8.45141603236334e-15,"AT5G08139",NA,"RING/U-box superfamily protein",72.5
"3433","BraA10g006280.3C",-1.02528900677284,5.09132531855135,64.0335593412509,1.2231778230206e-15,8.51129386435074e-15,"AT1G07630","PLL5","pol-like 5",82.115
"3434","BraA03g044540.3C",-1.14829491616308,4.65920193571968,64.0259890902224,1.2278869545346e-15,8.54157354977361e-15,"AT5G61530",NA,"small G protein family protein / RhoGAP family protein",90.009
