name,AGI,At_symbol,At_full_name,At_short_description,leaf_tissue.root.yellowgreen.Dead,root_tissue.leaf.lightsteelblue1.Live,root_tissue.leaf.midnightblue.Live,root_tissue.leaf.thistle2.Dead,root_tissue.leaf.red.Dead,root_tissue.root.plum1.Dead,root_tissue.root.yellowgreen.Dead
BraA03g000860.3C,AT1G48520,GATB,GLU-ADT subunit B,GLU-ADT subunit B,0,0,0,0,0,0,0
BraA03g000870.3C,AT5G03204,NA,NA,NA,0,0,0,0,0,0,0
BraA03g000880.3C,AT5G03170,ATFLA11,ARABIDOPSIS FASCICLIN-LIKE ARABINOGALACTAN-PROTEIN 11,FASCICLIN-like arabinogalactan-protein 11,0,0,0,0,0,0,0
BraA03g000890.3C,AT5G03150,JKD,JACKDAW,C2H2-like zinc finger protein,0,0,0,0,0,0,0
BraA03g000900.3C,AT5G03140,LecRK-VIII.2,L-type lectin receptor kinase VIII.2,Concanavalin A-like lectin protein kinase family protein,0,0,0,0,0,0,0
BraA03g000910.3C,AT5G03040,iqd2,IQ-domain 2,IQ-domain 2,0,0,0,0,0,0,0
BraA03g000920.3C,AT5G03030,NA,NA,Chaperone DnaJ-domain superfamily protein,0,0,0,0,0,0,0
BraA03g000930.3C,AT5G02960,NA,NA,Ribosomal protein S12/S23 family protein,0,0,0,0,0,0,0
BraA03g000940.3C,AT5G02910,NA,NA,F-box/RNI-like superfamily protein,0,0,0,0,0,0,0
BraA03g000950.3C,AT5G02890,NA,NA,HXXXD-type acyl-transferase family protein. Overexpression causes a glossy phenotype and defects in cuticular wax deposition. OE plants are blocked in  very long chain fatty acid elongation (C28 and higher).,0,0,0,0,0,0,0
BraA03g000960.3C,AT5G02880,UPL4,ubiquitin-protein ligase 4,ubiquitin-protein ligase 4,0,0,0,0,0,0,0
BraA03g000970.3C,AT5G02870,RPL4,ribosomal large subunit 4,Ribosomal protein L4/L1 family,0,0,0,0,1,0,0
BraA03g000980.3C,AT5G02850,MED4,MEDIATOR 4,hydroxyproline-rich glycoprotein family protein,0,0,0,0,0,0,0
BraA03g000990.3C,AT5G02840,LCL1,LHY/CCA1-like 1,LHY/CCA1-like 1,0,0,0,0,0,0,0
BraA03g001000.3C,AT1G65120,NA,NA,Ubiquitin carboxyl-terminal hydrolase-related protein,0,0,0,0,0,0,0
BraA03g001010.3C,AT3G28410,NA,NA,NA,0,0,0,0,0,0,0
BraA03g001020.3C,AT5G02840,LCL1,LHY/CCA1-like 1,LHY/CCA1-like 1,0,0,0,0,0,0,0
BraA03g001030.3C,AT5G02760,APD7,Arabidopsis Pp2c clade D 7,Protein phosphatase 2C family protein,0,0,0,0,0,0,0
BraA03g001040.3C,AT2G37340,AT-RS2Z33,arginine/serine-rich zinc knuckle-containing protein 33,arginine/serine-rich zinc knuckle-containing protein 33,0,0,0,0,0,0,0
BraA03g001050.3C,AT5G02640,NA,NA,NA,0,0,0,0,0,0,0
BraA03g001060.3C,AT5G02630,Cand6,candidate G-protein Coupled Receptor 6,Lung seven transmembrane receptor family protein,0,0,0,0,0,0,0
BraA03g001070.3C,AT5G02590,NA,NA,Tetratricopeptide repeat (TPR)-like superfamily protein,0,0,0,0,0,0,0
BraA03g001090.3C,AT5G03380,NA,NA,Heavy metal transport/detoxification superfamily protein,0,0,0,0,0,0,0
BraA03g001100.3C,AT5G03415,ATDPB,NA,Transcription factor DP,0,0,0,0,0,0,0
BraA03g001110.3C,AT5G03430,NA,NA,phosphoadenosine phosphosulfate (PAPS) reductase family protein,0,0,0,0,0,0,0
BraA03g001120.3C,AT5G03455,ACR2,ARSENATE REDUCTASE 2,Rhodanese/Cell cycle control phosphatase superfamily protein,0,0,0,0,0,0,0
BraA03g001140.3C,AT5G03510,NA,NA,C2H2-type zinc finger family protein,0,0,0,0,0,0,0
BraA03g001150.3C,AT5G03520,ATRAB-E1D,ARABIDOPSIS RAB HOMOLOG E1D,RAB GTPase homolog 8C,0,0,0,0,0,0,0
BraA03g001160.3C,AT5G03550,NA,NA,NA,0,0,0,0,0,0,0
BraA03g001180.3C,AT5G03555,AtNCS1,NA,"permease, cytosine/purines, uracil, thiamine, allantoin family protein",0,0,0,0,0,0,0
BraA03g001190.3C,AT5G03560,NA,NA,Tetratricopeptide repeat (TPR)-like superfamily protein,0,0,0,0,0,0,0
BraA03g001200.3C,AT5G03570,ATIREG2,ARABIDOPSIS THALIANA IRON-REGULATED PROTEIN 2,iron regulated 2,0,0,0,0,0,0,0
BraA03g001210.3C,AT5G03580,NA,NA,RNA-binding (RRM/RBD/RNP motifs) family protein,0,0,0,0,0,0,0
BraA03g001220.3C,AT2G23148,NA,NA,Plant self-incompatibility protein S1 family,0,0,0,0,0,0,0
BraA03g001230.3C,AT2G23148,NA,NA,Plant self-incompatibility protein S1 family,0,0,0,0,0,0,0
BraA03g001240.3C,AT5G03630,MDAR2,NA,Pyridine nucleotide-disulphide oxidoreductase family protein,0,0,0,0,0,0,0
BraA03g001250.3C,AT5G03670,TRM28,TON1 Recruiting Motif 28,NA,0,0,0,0,0,0,0
BraA03g001270.3C,AT5G03680,PTL,PETAL LOSS,Duplicated homeodomain-like superfamily protein,0,0,0,0,0,0,0
BraA03g001280.3C,AT5G03690,AtFBA4,NA,Aldolase superfamily protein,0,0,0,0,0,0,0
BraA03g001290.3C,AT5G03730,AtCTR1,NA,Protein kinase superfamily protein,0,0,0,0,0,0,0
BraA03g001300.3C,AT5G03760,ATCSLA09,NA,Nucleotide-diphospho-sugar transferases superfamily protein,0,0,1,0,0,0,0
BraA03g001310.3C,AT5G03790,ATHB51,NA,homeobox 51,0,0,0,0,0,0,0
BraA03g001320.3C,AT5G03795,NA,NA,Exostosin family protein,0,0,0,0,0,0,0
BraA03g001330.3C,AT5G03820,NA,NA,GDSL-like Lipase/Acylhydrolase family protein,0,0,0,0,0,0,0
BraA03g001340.3C,AT5G03820,NA,NA,GDSL-like Lipase/Acylhydrolase family protein,0,0,0,0,0,0,0
BraA03g001350.3C,AT5G03840,TFL-1,TERMINAL FLOWER 1,PEBP (phosphatidylethanolamine-binding protein) family protein,0,0,0,0,0,0,0
BraA03g001360.3C,AT5G03850,NA,NA,"Nucleic acid-binding, OB-fold-like protein",0,0,0,0,0,0,0
BraA03g001370.3C,AT2G36180,NA,NA,EF hand calcium-binding protein family,0,0,0,0,0,0,0
BraA03g001380.3C,AT5G03870,NA,NA,Glutaredoxin family protein,0,0,0,0,0,0,0
BraA03g001390.3C,AT5G03880,NA,NA,Thioredoxin family protein,0,0,0,0,0,0,0
BraA03g001400.3C,AT5G03890,NA,NA,NA,0,0,0,0,0,0,0
BraA03g001410.3C,AT5G04040,SDP1,SUGAR-DEPENDENT1,Patatin-like phospholipase family protein,0,0,0,0,0,0,0
BraA03g001420.3C,AT5G04040,SDP1,SUGAR-DEPENDENT1,Patatin-like phospholipase family protein,0,0,0,0,0,0,0
BraA03g001430.3C,AT5G04045,NA,NA,Putative membrane lipoprotein,0,0,0,0,0,0,0
BraA03g001440.3C,AT5G04080,AthCYSTM12,Cysteine-Rich Transmembrane Module 12,NA,0,0,0,0,0,0,0
BraA03g001450.3C,AT5G04110,GYRB3,DNA GYRASE B3,DNA GYRASE B3,0,0,0,0,0,0,0
BraA03g001460.3C,AT5G04130,GYRB2,DNA GYRASE B2,DNA GYRASE B2,0,0,0,0,0,0,0
BraA03g001470.3C,AT5G04150,BHLH101,NA,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,0,0,0,0,0,1,0
BraA03g001480.3C,AT5G04160,UUAT1,NA,Nucleotide-sugar transporter family protein,0,0,0,0,0,0,0
BraA03g001490.3C,AT5G04170,NA,NA,Calcium-binding EF-hand family protein,0,0,0,0,0,0,0
BraA03g001500.3C,AT5G04250,NA,NA,Cysteine proteinases superfamily protein,0,0,0,0,0,0,0
BraA03g001510.3C,AT5G04280,AtRZ-1c,AtRZ-1c,RNA-binding (RRM/RBD/RNP motifs) family protein with retrovirus zinc finger-like domain,0,0,0,0,0,0,0
BraA03g001520.3C,AT5G04310,NA,NA,Pectin lyase-like superfamily protein,0,0,0,0,0,0,0
BraA03g001530.3C,AT5G04320,AtSGO2,NA,Shugoshin C terminus,0,0,0,0,0,0,0
BraA03g001540.3C,AT5G04347,NA,NA,Plant self-incompatibility protein S1 family,0,0,0,0,0,0,0
BraA03g001550.3C,AT5G04370,NAMT1,NA,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0,0,0,0,0,0,0
BraA03g001560.3C,AT5G04390,NA,NA,C2H2-type zinc finger family protein,0,0,0,0,0,0,0
BraA03g001570.3C,AT5G04410,anac078,Arabidopsis NAC domain containing protein 78,NAC domain containing protein 2,0,0,0,0,0,0,0
BraA03g001580.3C,AT5G04420,NA,NA,Galactose oxidase/kelch repeat superfamily protein,0,0,0,0,0,0,0
BraA03g001590.3C,AT5G04430,BTR1,BINDING TO TOMV RNA 1,binding to TOMV RNA 1L (long form),0,0,0,0,0,0,0
BraA03g001600.3C,AT5G04440,NA,NA,Protein of unknown function (DUF1997),0,0,0,0,0,0,0
BraA03g001610.3C,AT5G04490,VTE5,vitamin E pathway gene 5,vitamin E pathway gene 5,0,0,0,0,0,0,0
BraA03g001620.3C,AT5G04520,NA,NA,Protein of unknown function DUF455,0,0,0,0,0,0,0
BraA03g001630.3C,AT5G04660,CYP77A4,"cytochrome P450, family 77, subfamily A, polypeptide 4","cytochrome P450, family 77, subfamily A, polypeptide 4",0,0,0,0,0,0,0
BraA03g001640.3C,AT5G04670,EPCR2,NA,Enhancer of polycomb-like transcription factor protein,0,0,0,0,0,0,0
BraA03g001650.3C,AT1G66240,ATATX1,NA,homolog of anti-oxidant 1,0,0,0,0,0,0,0
BraA03g001660.3C,AT5G04700,NA,NA,Ankyrin repeat family protein,0,0,0,0,0,0,0
BraA03g001670.3C,AT5G04730,NA,NA,Ankyrin-repeat containing protein,0,0,0,0,0,0,0
BraA03g001680.3C,AT5G04740,ACR12,ACT domain repeats 12,ACT domain-containing protein,0,0,0,0,0,0,0
BraA03g001690.3C,AT5G04750,NA,NA,"F1F0-ATPase inhibitor protein, putative",0,0,0,0,0,0,0
BraA03g001700.3C,AT5G04760,DIV2,DIVARICATA2,Duplicated homeodomain-like superfamily protein,0,0,0,0,0,0,0
BraA03g001710.3C,AT5G04770,ATCAT6,ARABIDOPSIS THALIANA CATIONIC AMINO ACID TRANSPORTER 6,cationic amino acid transporter 6,0,0,0,0,0,0,0
BraA03g001720.3C,AT2G04390,NA,NA,NA,0,0,0,0,0,0,0
BraA03g001730.3C,AT5G04780,NA,NA,Pentatricopeptide repeat (PPR) superfamily protein,0,0,0,0,0,0,0
BraA03g001740.3C,AT5G04830,NA,NA,Nuclear transport factor 2 (NTF2) family protein,0,0,0,0,0,0,0
BraA03g001760.3C,AT3G10640,VPS60.1,NA,SNF7 family protein,0,0,0,0,0,0,0
BraA03g001770.3C,AT5G04870,ATCPK1,NA,calcium dependent protein kinase 1,0,0,0,0,0,0,0
BraA03g001780.3C,AT5G04885,BGLC3,NA,Glycosyl hydrolase family protein,0,0,0,0,0,0,0
BraA03g001790.3C,AT5G04890,RTM2,RESTRICTED TEV MOVEMENT 2,HSP20-like chaperones superfamily protein,0,0,0,0,0,0,0
BraA03g001800.3C,AT5G04900,NOL,NYC1-like,NYC1-like,0,0,0,0,0,0,0
BraA03g001810.3C,AT5G04930,ALA1,aminophospholipid ATPase 1,aminophospholipid ATPase 1,0,0,0,0,0,0,0
BraA03g001820.3C,AT5G04940,SUVH1,SU(VAR)3-9 homolog 1,SU(VAR)3-9 homolog 1,0,0,0,0,0,0,0
BraA03g001830.3C,AT2G25295,LCR81,low-molecular-weight cysteine-rich 81,low-molecular-weight cysteine-rich 81,0,0,0,0,0,0,0
BraA03g001840.3C,AT5G04950,ATNAS1,ARABIDOPSIS THALIANA NICOTIANAMINE SYNTHASE 1,nicotianamine synthase 1,1,0,0,0,0,0,1
BraA03g001850.3C,AT5G04960,PME46,PECTIN METHYLESTERASE46,Plant invertase/pectin methylesterase inhibitor superfamily,0,0,0,0,0,0,0
BraA03g001860.3C,AT5G04970,NA,NA,Plant invertase/pectin methylesterase inhibitor superfamily,0,0,0,0,0,0,0
BraA03g001870.3C,AT5G04980,NA,NA,DNAse I-like superfamily protein,0,0,0,0,0,0,0
BraA03g001880.3C,AT5G04980,NA,NA,DNAse I-like superfamily protein,0,0,0,0,0,0,0
BraA03g001890.3C,AT5G05000,ATTOC34,ARABIDOPSIS THALIANA TRANSLOCON AT THE OUTER ENVELOPE MEMBRANE OF CHLOROPLASTS 34,translocon at the outer envelope membrane of chloroplasts 34,0,0,0,0,0,0,0
BraA03g001900.3C,AT5G05010,NA,NA,clathrin adaptor complexes medium subunit family protein,0,0,0,0,0,0,0
BraA03g001920.3C,AT5G05080,ATUBC22,NA,ubiquitin-conjugating enzyme 22,0,0,0,0,0,0,0
BraA03g001930.3C,AT5G05090,NA,NA,Homeodomain-like superfamily protein,0,0,0,0,0,0,0
BraA03g001940.3C,AT5G05100,NA,NA,Single-stranded nucleic acid binding R3H protein,0,0,0,0,0,0,0
BraA03g001950.3C,AT5G05110,NA,NA,Cystatin/monellin family protein,0,0,0,0,0,0,0
BraA03g001960.3C,AT5G05120,NA,NA,C2H2 and C2HC zinc fingers superfamily protein,0,0,0,0,0,0,0
BraA03g001970.3C,AT5G05030,NA,NA,Protein of Unknown Function (DUF239),0,0,0,0,0,0,0
BraA03g001980.3C,AT5G05140,NA,NA,Transcription elongation factor (TFIIS) family protein,0,0,0,0,0,0,0
BraA03g001990.3C,AT3G44970,NA,NA,NA,0,0,0,0,0,0,0
BraA03g002000.3C,AT3G44970,NA,NA,NA,0,0,0,0,0,0,0
BraA03g002010.3C,AT5G05150,ATATG18E,ARABIDOPSIS THALIANA HOMOLOG OF YEAST AUTOPHAGY 18E,autophagy-related gene 18E,0,0,0,0,0,0,0
BraA03g002020.3C,AT5G05170,ATCESA3,NA,Cellulose synthase family protein,0,0,0,0,0,0,0
BraA03g002030.3C,AT5G05180,NA,NA,NA,0,0,0,0,0,0,0
BraA03g002040.3C,AT5G05190,EDR4,ENHANCED DISEASE RESISTANCE4,Protein of unknown function (DUF3133),0,0,0,0,0,0,0
BraA03g002050.3C,AT5G05200,NA,NA,Protein kinase superfamily protein,0,0,0,0,0,0,0
BraA03g002060.3C,AT5G05210,NA,NA,Surfeit locus protein 6,0,0,0,0,0,0,0
BraA03g002070.3C,AT5G05340,PRX52,peroxidase 52,Peroxidase superfamily protein,0,0,0,0,0,0,0
BraA03g002080.3C,AT5G05370,NA,NA,"Cytochrome b-c1 complex, subunit 8 protein",0,0,0,0,0,0,0
BraA03g002090.3C,AT5G05410,DREB2,DEHYDRATION-RESPONSIVE ELEMENT BINDING PROTEIN 2,DRE-binding protein 2A,0,0,0,0,0,0,0
BraA03g002100.3C,AT5G05440,AtPYL5,NA,Polyketide cyclase/dehydrase and lipid transport superfamily protein,0,0,0,0,0,0,0
BraA03g002110.3C,AT5G05460,AtENGase85A,NA,Glycosyl hydrolase family 85,0,0,0,0,0,0,0
BraA03g002120.3C,AT5G05480,NA,NA,Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A protein,0,0,0,0,0,0,0
BraA03g002140.3C,AT5G05560,APC1,anaphase promoting complex 1,"E3 ubiquitin ligase, putative",0,0,0,0,0,0,0
BraA03g002150.3C,AT1G77650,NA,NA,F-box associated ubiquitination effector family protein,0,0,0,0,0,0,0
BraA03g002160.3C,AT5G05530,NA,NA,RING/U-box superfamily protein,0,0,0,0,0,0,0
BraA03g002170.3C,AT5G05600,JAO2,JASMONATE-INDUCED OXYGENASE2,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,0,0,0,0,0,0,0
BraA03g002180.3C,AT5G26210,AL4,alfin-like 4,alfin-like 4,0,0,0,0,0,0,0
BraA03g002190.3C,AT5G05690,CBB3,CABBAGE 3,Cytochrome P450 superfamily protein,0,0,0,0,0,0,0
BraA03g002200.3C,AT5G05730,AMT1,A-METHYL TRYPTOPHAN RESISTANT 1,anthranilate synthase alpha subunit 1,0,0,0,0,0,0,0
BraA03g002210.3C,AT5G05740,ATEGY2,NA,ethylene-dependent gravitropism-deficient and yellow-green-like 2,0,0,0,0,0,0,0
BraA03g002220.3C,AT5G05760,ATSED5,NA,syntaxin of plants 31,0,0,0,0,0,0,0
BraA03g002230.3C,AT5G05780,AE3,ASYMMETRIC LEAVES ENHANCER 3,RP non-ATPase subunit 8A,0,0,0,0,0,0,0
BraA03g002240.3C,AT5G05820,NA,NA,Nucleotide-sugar transporter family protein,0,0,0,0,0,0,0
BraA03g002250.3C,AT5G05880,UGT76C4,UDP-glucosyl transferase 76C4,UDP-Glycosyltransferase superfamily protein,0,0,0,0,0,0,0
BraA03g002260.3C,AT3G26830,CYP71B15,NA,NA,0,0,0,0,0,0,0
BraA03g002270.3C,AT5G05980,ATDFB,DHFS-FPGS homolog B,DHFS-FPGS homolog B,0,0,0,0,0,0,0
BraA03g002280.3C,AT5G05987,PRA1.A2,prenylated RAB acceptor 1.A2,prenylated RAB acceptor 1.A2,0,0,0,0,0,0,0
BraA03g002290.3C,AT5G05990,NA,NA,Mitochondrial glycoprotein family protein,0,0,0,0,0,0,0
BraA03g002300.3C,AT5G06070,RAB,NA,C2H2 and C2HC zinc fingers superfamily protein,0,0,0,0,0,0,0
BraA03g002310.3C,AT5G06110,AtGlsA1,gonidialess A/Zuotin related factor A1,DnaJ domain ;Myb-like DNA-binding domain,0,0,0,0,0,0,0
BraA03g002320.3C,AT5G43690,NA,NA,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0,0,0,0,0,0,0
BraA03g002330.3C,AT5G06110,AtGlsA1,gonidialess A/Zuotin related factor A1,DnaJ domain ;Myb-like DNA-binding domain,0,0,0,0,0,0,0
BraA03g002340.3C,AT5G43690,NA,NA,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0,0,0,0,0,0,0
BraA03g002350.3C,AT5G43690,NA,NA,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0,0,0,0,0,0,0
BraA03g002360.3C,AT5G06150,CYC1BAT,NA,Cyclin family protein,0,0,0,0,0,0,0
BraA03g002370.3C,AT2G47990,EDA13,EMBRYO SAC DEVELOPMENT ARREST 13,transducin family protein / WD-40 repeat family protein,0,0,0,0,0,0,0
BraA03g002380.3C,AT5G06160,ATO,ATROPOS,splicing factor-related,0,0,0,0,0,0,0
BraA03g002390.3C,AT5G43610,ATSUC6,sucrose-proton symporter 6,sucrose-proton symporter 6,0,0,0,0,0,0,0
BraA03g002410.3C,AT5G06220,NA,NA,LETM1-like protein,0,0,0,0,0,0,0
BraA03g002420.3C,AT5G06240,emb2735,embryo defective 2735,embryo defective 2735,0,0,0,0,0,0,0
BraA03g002430.3C,AT5G06250,DPA4,DEVELOPMENT-RELATED PcG TARGET IN THE APEX 4,AP2/B3-like transcriptional factor family protein,0,0,0,0,0,0,0
BraA03g002440.3C,AT5G04800,NA,NA,Ribosomal S17 family protein,0,0,0,0,0,0,0
BraA03g002450.3C,AT5G06270,GIR1,NA,NA,0,0,0,0,0,0,0
BraA03g002470.3C,AT5G06280,NA,NA,NA,0,0,0,0,0,0,0
BraA03g002480.3C,AT5G06320,NHL3,NDR1/HIN1-like 3,NDR1/HIN1-like 3,0,0,0,0,0,0,0
BraA03g002490.3C,AT5G06330,NA,NA,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family,0,0,0,0,0,0,0
BraA03g002500.3C,AT5G06370,PSE1,Pb-sensitive1,NC domain-containing protein-related,0,0,0,0,0,0,0
BraA03g002510.3C,AT5G06390,FLA17,FASCICLIN-like arabinogalactan protein 17 precursor,FASCICLIN-like arabinogalactan protein 17 precursor,0,0,0,0,0,0,0
BraA03g002520.3C,AT5G06410,HscB,NA,DNAJ heat shock N-terminal domain-containing protein,0,0,0,0,0,0,0
BraA03g002530.3C,AT5G06440,NA,NA,NA,0,0,0,0,0,0,0
BraA03g002540.3C,AT5G06450,RICE2,RISC-Interacting Clearing 3?- 5? Exoribonuclease 2,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein",0,0,0,0,0,0,0
BraA03g002550.3C,AT5G06470,NA,NA,Glutaredoxin family protein,0,0,0,0,0,0,0
BraA03g002560.3C,AT5G06570,NA,NA,alpha/beta-Hydrolases superfamily protein,0,0,0,0,0,0,0
BraA03g002570.3C,AT5G06600,AtUBP12,NA,ubiquitin-specific protease 12,0,0,0,0,0,0,0
BraA03g002580.3C,AT5G06610,NA,NA,Protein of unknown function (DUF620),0,0,0,0,0,0,0
BraA03g002590.3C,AT3G13445,TBP1,TATA binding protein 1,TATA binding protein 1,0,0,0,0,0,0,0
BraA03g002600.3C,AT5G03770,AtKdtA,NA,KDO transferase A,0,0,0,0,0,0,0
BraA03g002610.3C,AT5G06610,NA,NA,Protein of unknown function (DUF620),0,0,0,0,0,0,0
BraA03g002620.3C,AT3G13445,TBP1,TATA binding protein 1,TATA binding protein 1,0,0,0,0,0,0,0
BraA03g002650.3C,AT5G06700,TBR,TRICHOME BIREFRINGENCE,Plant protein of unknown function (DUF828),0,0,0,0,0,0,0
BraA03g002660.3C,AT5G06710,HAT14,homeobox from Arabidopsis thaliana,homeobox from Arabidopsis thaliana,0,0,0,0,0,0,0
BraA03g002670.3C,AT3G09160,NA,NA,RNA-binding (RRM/RBD/RNP motifs) family protein,0,0,0,0,0,0,0
BraA03g002690.3C,AT5G06760,AtLEA4-5,Late Embryogenesis Abundant 4-5,Late Embryogenesis Abundant 4-5,0,0,0,0,0,0,0
BraA03g002700.3C,AT5G06800,NA,NA,myb-like HTH transcriptional regulator family protein,0,0,0,0,0,0,0
BraA03g002710.3C,AT5G06820,SRF2,STRUBBELIG-receptor family 2,STRUBBELIG-receptor family 2,0,0,0,0,0,0,0
BraA03g002720.3C,AT5G06850,FTIP1,FT-interacting protein 1,C2 calcium/lipid-binding plant phosphoribosyltransferase family protein,0,0,0,0,0,0,0
BraA03g002730.3C,AT5G06870,ATPGIP2,ARABIDOPSIS POLYGALACTURONASE INHIBITING PROTEIN 2,polygalacturonase inhibiting protein 2,0,0,0,0,0,0,0
BraA03g002740.3C,AT5G24840,AtTRM8a,NA,tRNA (guanine-N-7) methyltransferase,0,0,0,0,0,0,0
BraA03g002750.3C,AT5G06870,ATPGIP2,ARABIDOPSIS POLYGALACTURONASE INHIBITING PROTEIN 2,polygalacturonase inhibiting protein 2,0,0,0,0,0,0,0
BraA03g002760.3C,AT5G06870,ATPGIP2,ARABIDOPSIS POLYGALACTURONASE INHIBITING PROTEIN 2,polygalacturonase inhibiting protein 2,0,0,0,0,0,0,0
BraA03g002770.3C,AT5G06870,ATPGIP2,ARABIDOPSIS POLYGALACTURONASE INHIBITING PROTEIN 2,polygalacturonase inhibiting protein 2,0,0,0,0,0,0,0
BraA03g002780.3C,AT5G06520,NA,NA,SWAP (Suppressor-of-White-APricot)/surp domain-containing protein,0,0,0,0,0,0,0
BraA03g002800.3C,AT5G06920,FLA21,FASCICLIN-like arabinogalactan protein 21 precursor,FASCICLIN-like arabinogalactan protein 21 precursor,0,0,0,0,0,0,0
BraA03g002810.3C,AT5G07010,ATST2A,ARABIDOPSIS THALIANA SULFOTRANSFERASE 2A,sulfotransferase 2A,0,0,0,0,0,0,0
BraA03g002830.3C,AT5G07030,NA,NA,Eukaryotic aspartyl protease family protein,0,0,0,0,0,0,0
BraA03g002840.3C,AT5G07090,NA,NA,Ribosomal protein S4 (RPS4A) family protein,0,0,0,0,0,0,0
BraA03g002850.3C,AT5G07110,PRA1.B6,prenylated RAB acceptor 1.B6,prenylated RAB acceptor 1.B6,0,0,0,0,0,0,0
BraA03g002860.3C,AT5G07120,SNX2b,sorting nexin 2B,sorting nexin 2B,0,0,0,0,0,0,0
BraA03g002870.3C,AT5G07170,NA,NA,Cell cycle regulated microtubule associated protein,0,0,0,0,0,0,0
BraA03g002880.3C,AT5G07200,ATGA20OX3,ARABIDOPSIS THALIANA GIBBERELLIN 20-OXIDASE 3,gibberellin 20-oxidase 3,0,0,0,0,0,0,0
BraA03g002890.3C,AT5G07210,ARR21,response regulator 21,response regulator 21,0,0,0,0,0,0,0
BraA03g002900.3C,AT5G07240,IQD24,IQ-domain 24,IQ-domain 24,0,0,0,0,0,0,0
BraA03g002910.3C,AT5G07250,ATRBL3,RHOMBOID-like protein 3,RHOMBOID-like protein 3,0,0,0,0,0,0,0
BraA03g002920.3C,AT5G07300,BON2,BONZAI 2,Calcium-dependent phospholipid-binding Copine family protein,0,0,0,0,0,0,0
BraA03g002930.3C,AT5G07310,ERF115,ETHYLENE RESPONSE FACTOR 115,Integrase-type DNA-binding superfamily protein,0,0,0,0,0,0,0
BraA03g002940.3C,AT5G07350,AtTudor1,Arabidopsis thaliana TUDOR-SN protein 1,TUDOR-SN protein 1,0,0,0,0,0,0,0
BraA03g002950.3C,AT5G07430,NA,NA,Pectin lyase-like superfamily protein,0,0,0,0,0,0,0
BraA03g002960.3C,AT5G07440,GDH2,glutamate dehydrogenase 2,glutamate dehydrogenase 2,0,0,0,0,0,0,0
BraA03g002970.3C,AT5G07460,ATMSRA2,ARABIDOPSIS THALIANA METHIONINE SULFOXIDE REDUCTASE 2,peptidemethionine sulfoxide reductase 2,0,0,0,0,0,0,0
BraA03g002980.3C,AT5G07470,ATMSRA3,ARABIDOPSIS THALIANA METHIONINE SULFOXIDE REDUCTASE 3,peptidemethionine sulfoxide reductase 3,0,0,0,0,0,0,0
BraA03g002990.3C,AT5G07470,ATMSRA3,ARABIDOPSIS THALIANA METHIONINE SULFOXIDE REDUCTASE 3,peptidemethionine sulfoxide reductase 3,0,0,0,0,0,0,0
BraA03g003000.3C,AT5G07470,ATMSRA3,ARABIDOPSIS THALIANA METHIONINE SULFOXIDE REDUCTASE 3,peptidemethionine sulfoxide reductase 3,0,0,0,0,0,0,0
BraA03g003010.3C,AT5G07470,ATMSRA3,ARABIDOPSIS THALIANA METHIONINE SULFOXIDE REDUCTASE 3,peptidemethionine sulfoxide reductase 3,0,0,0,0,0,0,0
BraA03g003020.3C,AT5G07475,NA,NA,Cupredoxin superfamily protein,0,0,0,0,0,0,0
BraA03g003030.3C,AT5G07490,NA,NA,NA,0,0,0,0,0,0,0
BraA03g003040.3C,AT5G07520,ATGRP-8,NA,glycine-rich protein 18,0,0,0,0,0,0,0
BraA03g003050.3C,AT5G07600,NA,NA,Oleosin family protein,0,0,0,0,0,0,0
BraA03g003060.3C,AT5G07550,ATGRP19,NA,glycine-rich protein 19,0,0,0,0,0,0,0
BraA03g003070.3C,AT5G07571,NA,NA,Oleosin family protein,0,0,0,0,0,0,0
BraA03g003080.3C,AT5G07571,NA,NA,Oleosin family protein,0,0,0,0,0,0,0
BraA03g003090.3C,AT5G07610,NA,NA,F-box family protein,0,0,0,0,0,0,0
BraA03g003100.3C,AT5G07610,NA,NA,F-box family protein,0,0,0,0,0,0,0
BraA03g003110.3C,AT5G07620,NA,NA,Protein kinase superfamily protein,0,0,0,0,0,0,0
BraA03g003120.3C,AT5G07690,ATMYB29,myb domain protein 29,myb domain protein 29,0,0,0,0,0,0,0
BraA03g003130.3C,AT5G03480,NA,NA,RNA-binding (RRM/RBD/RNP motifs) family protein,0,0,0,0,0,0,0
BraA03g003140.3C,AT5G07730,NA,NA,NA,0,0,0,0,0,0,0
BraA03g003150.3C,AT5G07740,NA,NA,actin binding,0,0,0,0,0,0,0
BraA03g003160.3C,AT5G07790,NA,NA,NA,0,0,0,0,0,0,0
BraA03g003170.3C,AT5G07810,NA,NA,SNF2 domain-containing protein / helicase domain-containing protein / HNH endonuclease domain-containing protein,0,0,0,0,0,0,0
