AGI,IAA,X1,name,chrom,start,end,subject,At_symbol,At_full_name,At_gene_model_type,At_short_description,At_Curator_summary,At_Computational_description,perc_ID,aln_length,mismatch,gap_open,qstart,qend,sstart,send,eval,score
AT5G64905,up,8577,BraA02g044850.3C,A02,30838530,30838817,AT5G64905.1,PROPEP3,elicitor peptide 3 precursor,protein_coding,elicitor peptide 3 precursor,NA,elicitor peptide 3 precursor;(source:Araport11),70.779,308,53,9,1,288,1,291,4.56e-34,143
AT4G29780,up,830,BraA01g007920.3C,A01,3839296,3840858,AT4G29780.1,NA,NA,NA,NA,NA,NA,80.996,1626,243,7,1,1563,1,1623,0,1568
AT5G62280,up,34723,BraA09g007260.3C,A09,4175133,4176014,AT5G62280.1,NA,NA,protein_coding,Protein of unknown function (DUF1442),NA,DUF1442 family protein (DUF1442);(source:Araport11),86.549,736,73,5,1,735,1,711,0,883
AT4G27280,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G29450,up,37183,BraA09g035400.3C,A09,27991365,27991790,AT1G29450.1,SAUR64,SMALL AUXIN UPREGULATED RNA 64,protein_coding,SAUR-like auxin-responsive protein family,NA,SAUR-like auxin-responsive protein family;(source:Araport11),88.263,426,50,0,1,426,1,426,2.12e-154,544
AT5G18060,up,42231,BraA10g022110.3C,A10,15628532,15628813,AT5G18060.1,SAUR23,SMALL AUXIN UP RNA 23,protein_coding,SAUR-like auxin-responsive protein family,NA,SAUR-like auxin-responsive protein family;(source:Araport11),87.77,278,25,1,1,278,1,269,4.74e-97,352
AT5G12050,up,42658,BraA10g026220.3C,A10,17475939,17476961,AT5G12050.1,BG1,BIG GRAIN 1,protein_coding,NA,NA,rho GTPase-activating protein;(source:Araport11),77.566,1101,157,15,1,1023,1,1089,0,886
AT1G29430;AT5G27780,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT4G38850,up,26505,BraA06g044680.3C,A06,29006822,29007085,AT4G38850.1,ATSAUR15,ARABIDOPSIS THALIANA SMALL AUXIN UPREGULATED 15,protein_coding,SAUR-like auxin-responsive protein family,mRNA is rapidly induced by auxin and is very short-lived. Has been used as a reporter gene in studying auxin mutants.,SAUR-like auxin-responsive protein family;(source:Araport11),87.975,158,19,0,11,168,50,207,6.14e-51,199
AT3G03840,up,42226,BraA10g022070.3C,A10,15622888,15623181,AT3G03840.1,SAUR27,SMALL AUXIN UP RNA 27,NA,NA,NA,NA,80.471,297,43,3,1,294,1,285,1.09e-73,275
AT1G27730,up,32824,BraA08g024730.3C,A08,17995091,17995792,AT1G27730.1,STZ,salt tolerance zinc finger,protein_coding,salt tolerance zinc finger,"Related to Cys2/His2-type zinc-finger proteins found in higher plants. Compensated for a subset of calcineurin deficiency in yeast. Salt tolerance produced by ZAT10 appeared to be partially dependent on ENA1/PMR2, a P-type ATPase required for Li+ and Na+ efflux in yeast. The protein is localized to the nucleus, acts as a transcriptional repressor and is responsive to chitin oligomers. Also involved in response to photooxidative stress.",salt tolerance zinc finger;(source:Araport11),82.578,706,93,5,1,700,1,682,0,724
AT2G36220,up,19169,BraA05g009180.3C,A05,4864856,4865623,AT2G36220.1,NA,NA,protein_coding,NA,NA,hypothetical protein;(source:Araport11),74.125,800,150,10,1,764,1,779,5.45e-146,517
AT3G50340,up,37739,BraA09g041540.3C,A09,32375227,32376432,AT3G50340.1,NA,NA,NA,NA,NA,NA,87.871,1212,141,1,1,1206,1,1212,0,1525
AT1G29440,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT4G36110,up,32376,BraA08g020500.3C,A08,15700041,15700355,AT4G36110.1,SAUR9,SMALL AUXIN UPREGULATED RNA 9,NA,NA,NA,NA,90.127,314,31,0,1,314,1,314,2.96e-119,426
AT1G78100,up,30435,BraA07g041230.3C,A07,27866273,27867238,AT1G78100.1,AUF1,auxin up-regulated f-box protein 1,protein_coding,F-box family protein,NA,F-box family protein;(source:Araport11),80.792,1010,143,9,1,965,1,1004,0,953
AT2G30040,up,10312,BraA03g015980.3C,A03,7357622,7359118,AT2G30040.1,MAPKKK14,mitogen-activated protein kinase kinase kinase 14,protein_coding,mitogen-activated protein kinase kinase kinase 14,member of MEKK subfamily,mitogen-activated protein kinase kinase kinase 14;(source:Araport11),78.454,1397,212,13,1,1315,1,1390,0,1184
AT1G29490,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G18010,up,26774,BraA07g002710.3C,A07,2077789,2078115,AT2G18010.1,SAUR10,SMALL AUXIN UPREGULATED RNA 10,NA,NA,NA,NA,86.076,316,41,1,12,327,27,339,2.08e-102,370
AT5G52900,up,41198,BraA10g011230.3C,A10,9310727,9311422,AT5G52900.1,MAKR6,MEMBRANE-ASSOCIATED KINASE REGULATOR 6,protein_coding,NA,"Encodes a member of the MAKR (MEMBRANE-ASSOCIATED KINASE REGULATOR)  gene family. MAKRs have putative kinase interacting motifs and membrane localization signals. Known members include: AT5G26230 (MAKR1), AT1G64080 (MAKR2), AT2G37380 (MAKR3), AT2G39370 (MAKR4), AT5G52870 (MAKR5) and AT5G52900 (MAKR6).",membrane-associated kinase regulator;(source:Araport11),85.286,700,88,4,1,685,1,700,0,794
AT4G14560,up,31459,BraA08g010680.3C,A08,9337798,9338396,AT4G14560.1,AXR5,AUXIN RESISTANT 5,NA,NA,NA,NA,84.971,519,48,7,13,516,4,507,3.6e-165,580
AT5G47370,up,26153,BraA06g041150.3C,A06,27193993,27195112,AT5G47370.1,HAT2,NA,protein_coding,Homeobox-leucine zipper protein 4 (HB-4) / HD-ZIP protein,"homeobox-leucine zipper genes induced by auxin, but not by other phytohormones.  Plays opposite roles in the shoot and root tissues in regulating auxin-mediated morphogenesis.",Homeobox-leucine zipper protein 4 (HB-4) / HD-ZIP protein;(source:Araport11),85.431,858,92,4,1,831,1,852,0,996
AT3G23030,up,20380,BraA05g024120.3C,A05,17972636,17973242,AT3G23030.1,IAA2,indole-3-acetic acid inducible 2,protein_coding,NA,auxin inducible gene expressed in the nucleus,indole-3-acetic acid inducible 2;(source:Araport11),85.985,528,62,4,1,519,1,525,6.13e-175,612
AT2G23170,up,39015,BraA09g054360.3C,A09,39325121,39327378,AT2G23170.1,GH3.3,NA,NA,NA,NA,NA,88.167,1369,156,2,483,1848,423,1788,0,1736
AT1G59500;AT4G37390,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G54490,up,41318,BraA10g012580.3C,A10,10383549,10383944,AT5G54490.1,PBP1,pinoid-binding protein 1,protein_coding,pinoid-binding protein 1,"Encodes a PINOID (PID)-binding protein containing putative EF-hand calcium-binding motifs.  The interaction is dependent on the presence of calcium. mRNA expression is up-regulated by auxin. Not a phosphorylation target of PID, likely acts upstream of PID to regulate the activity of this protein in response to changes in calcium levels.",pinoid-binding protein 1;(source:Araport11),85.484,372,54,0,1,372,1,372,1.09e-119,428
AT1G15580,up,39456,BraA09g058640.3C,A09,41525918,41526589,AT1G15580.1,ATAUX2-27,NA,protein_coding,indole-3-acetic acid inducible 5,auxin induced protein,indole-3-acetic acid inducible 5;(source:Araport11),83.951,486,55,4,1,467,1,482,1.9e-149,527
AT5G19530,up,42087,BraA10g020800.3C,A10,14980697,14982526,AT5G19530.1,ACL5,ACAULIS 5,protein_coding,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,"Encodes a spermine synthase.  Required for internode elongation and vascular development, specifically in the mechanism that defines the boundaries between veins and nonvein regions.   This mechanism may be mediated by polar auxin transport.  Though ACL5 has been shown to function as a spermine  synthase in E. coli, an ACL5 knockout has no effect on the endogenous levels of free and conjugated polyamines in Arabidopsis, suggesting that ACL5 may have a very specific or altogether different in vivo function.",S-adenosyl-L-methionine-dependent methyltransferases superfamily protein;(source:Araport11),91.847,1018,83,0,1,1018,1,1018,0,1462
AT4G13180,up,15875,BraA04g008870.3C,A04,6257975,6258767,AT4G13180.1,NA,NA,NA,NA,NA,NA,85.053,475,71,0,227,701,314,788,5.32e-152,536
AT4G08040,up,11392,BraA03g026440.3C,A03,13074079,13075769,AT4G08040.1,ACS11,1-aminocyclopropane-1-carboxylate synthase 11,NA,NA,NA,NA,88.387,1395,150,1,1,1395,1,1383,0,1792
AT4G37590,up,32500,BraA08g021560.3C,A08,16327481,16329512,AT4G37590.1,MEL1,MAB4/ENP/NPY1-LIKE 1,NA,NA,NA,NA,86.755,1744,210,4,1,1726,1,1741,0,2105
AT5G10520,up,42782,BraA10g027370.3C,A10,17980969,17983291,AT5G10520.1,RBK1,ROP binding protein kinases 1,protein_coding,ROP binding protein kinases 1,NA,ROP binding protein kinases 1;(source:Araport11),84.541,1449,170,10,1,1440,1,1404,0,1608
AT2G19420,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G52890,up,5859,BraA02g015040.3C,A02,7845158,7846138,AT5G52890.2,NA,NA,protein_coding,AT hook motif-containing protein,NA,AT hook motif-containing protein;(source:Araport11),75.818,703,113,7,327,981,465,1158,1.65e-147,522
AT1G57990;AT1G57980,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G25190,up,8255,BraA02g041790.3C,A02,28973558,28973926,AT5G25190.1,ESE3,ethylene and salt inducible 3,protein_coding,Integrase-type DNA-binding superfamily protein,encodes a member of the ERF (ethylene response factor) subfamily B-6 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 12 members in this subfamily including RAP2.11.,Integrase-type DNA-binding superfamily protein;(source:Araport11),80.928,388,54,7,1,369,160,546,6.35e-97,352
AT1G19220,up,33179,BraA08g028300.3C,A08,19803831,19808089,AT1G19220.1,ARF11,AUXIN RESPONSE FACTOR11,protein_coding,auxin response factor 19,"Encodes an auxin response factor that contains the conserved VP1-B3 DNA-binding domain at its N-terminus and the Aux/IAA-like domains III and IV present in most ARFs at its C-terminus. The protein interacts with IAA1 (yeast two hybrid) and other auxin response elements such as ER7 and ER9 (yeast one hybrid). ARF19 protein can complement many aspects of the arf7 mutant phenotype and , together with ARF7, is involved in the response to ethylene.  In the arf7 arf19 double mutant, several auxin-responsive genes (e.g. IAA5, LBD16, LBD29 and LBD33) are no longer upregulated by auxin.",auxin response factor 19;(source:Araport11),90.2,1500,129,3,1,1491,1,1491,0,2046
AT5G64260,up,24841,BraA06g027730.3C,A06,19328893,19329807,AT5G64260.1,EXL2,EXORDIUM like 2,protein_coding,EXORDIUM like 2,NA,EXORDIUM like 2;(source:Araport11),87.582,918,111,1,1,915,1,918,0,1141
AT1G31880;AT2G21030,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G10830,up,4681,BraA02g003640.3C,A02,1778262,1779129,AT5G10830.1,NA,NA,protein_coding,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,NA,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein;(source:Araport11),83.333,786,131,0,1,786,1,786,0,827
AT1G52830,up,22416,BraA06g001750.3C,A06,1083732,1084769,AT1G52830.1,IAA6,indole-3-acetic acid 6,protein_coding,indole-3-acetic acid 6,An extragenic dominant suppressor of the hy2 mutant phenotype. Also exhibits aspects of constitutive photomorphogenetic phenotype in the absence of hy2. Mutants have dominant leaf curling phenotype shortened hypocotyls and reduced apical hook. Induced by indole-3-acetic acid.,indole-3-acetic acid 6;(source:Araport11),80.168,595,88,4,1,592,1,568,2.08e-156,551
AT2G41380,up,17877,BraA04g029230.3C,A04,20298591,20299555,AT2G41380.1,NA,NA,protein_coding,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,NA,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein;(source:Araport11),85.874,807,109,2,1,803,1,806,0,937
AT4G20830,up,13708,BraA03g049330.3C,A03,25155068,25156675,AT4G20830.1,AtBBE19,NA,protein_coding,FAD-binding Berberine family protein,Encodes an oligogalacturonide oxidase that inactivates the elicitor-active oligogalacturonides (OGs). It is involved in plant immunity. Overexpressing plants are more resistant to B. cinerea.,FAD-binding Berberine family protein;(source:Araport11),83.323,1595,255,5,6,1593,18,1608,0,1665
AT3G60260,up,38567,BraA09g050090.3C,A09,37216276,37218131,AT3G60260.1,NA,NA,protein_coding,ELMO/CED-12 family protein,NA,ELMO/CED-12 family protein;(source:Araport11),88.684,813,80,1,1,813,1,801,0,1058
AT5G54500,up,15292,BraA04g002700.3C,A04,1645747,1646440,AT5G54500.2,FQR1,flavodoxin-like quinone reductase 1,protein_coding,flavodoxin-like quinone reductase 1,Encodes a flavin mononucleotide-binding flavodoxin-like quinone reductase that is a primary auxin-response gene.,flavodoxin-like quinone reductase 1;(source:Araport11),86.404,228,30,1,1,227,154,381,2.17e-71,268
AT1G60010,up,2664,BraA01g027910.3C,A01,18135215,18136020,AT1G60010.1,NA,NA,protein_coding,NA,NA,D-ribose-binding periplasmic protein;(source:Araport11),85.795,528,69,1,1,528,1,522,5.13e-176,616
AT1G19020,up,23773,BraA06g014690.3C,A06,7804826,7805083,AT1G19020.1,NA,NA,protein_coding,NA,NA,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase;(source:Araport11),82.772,267,31,2,1,258,1,261,7.82e-75,279
AT3G45970,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G39580,up,28238,BraA07g019900.3C,A07,16646915,16648942,AT5G39580.1,NA,NA,protein_coding,Peroxidase superfamily protein,NA,Peroxidase superfamily protein;(source:Araport11),84.551,958,145,1,1,955,1,958,0,1059
AT1G02660,up,40199,BraA09g065680.3C,A09,44779112,44781377,AT1G02660.1,PLIP2,PLASTID LIPASE2,protein_coding,alpha/beta-Hydrolases superfamily protein,PLIP2  is a glycerolipid A1 lipase with substrate preference for monogalactosyldiacylglycerol. Expression is induced by ABA.,alpha/beta-Hydrolases superfamily protein;(source:Araport11),79.455,2166,316,16,1,2061,1,2142,0,1945
AT4G28640,up,935,BraA01g008880.3C,A01,4389035,4390429,AT4G28640.2,IAA11,indole-3-acetic acid inducible 11,protein_coding,indole-3-acetic acid inducible 11,"Auxin induced gene, IAA11  (IAA11). Check the Comments field on the locus page to view updated sequence annotation.",indole-3-acetic acid inducible 11;(source:Araport11),84.379,717,79,8,10,711,22,720,0,782
AT1G23080,up,27720,BraA07g014360.3C,A07,13094557,13097019,AT1G23080.1,ATPIN7,ARABIDOPSIS PIN-FORMED 7,protein_coding,Auxin efflux carrier family protein,"Encodes a novel component of auxin efflux that is located  apically in the basal cell and is involved during embryogenesis in setting up the apical-basal axis in the embryo.  It is also involved in pattern specification during root development.  In roots, it is expressed at lateral and basal membranes of provascular cells in the meristem and elongation zone, whereas in the columella cells it coincides with the PIN3 domain. Plasma membrane-localized PIN proteins mediate a saturable efflux of auxin. PINs mediate auxin efflux from mammalian and yeast cells without needing additional plant-specific factors. The action of PINs in auxin efflux is distinct from PGPs, rate-limiting, specific  to auxins and sensitive to auxin transport inhibitors. PINs are directly involved of in catalyzing  cellular auxin efflux.",Auxin efflux carrier family protein;(source:Araport11),83.495,1860,259,7,1,1812,1,1860,0,1983
AT4G37770,up,32508,BraA08g021660.3C,A08,16389102,16390807,AT4G37770.1,ACS8,1-amino-cyclopropane-1-carboxylate synthase 8,NA,NA,NA,NA,89.504,1410,148,0,1,1410,1,1410,0,1876
AT3G33080,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT3G29370,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G30070,up,10315,BraA03g016010.3C,A03,7374800,7378052,AT2G30070.1,ATKT1,potassium transporter 1,protein_coding,potassium transporter 1,Encodes a high affinity potassium transporter.,potassium transporter 1;(source:Araport11),89.456,2096,218,1,7,2099,43,2138,0,2782
AT1G09350,up,39863,BraA09g062410.3C,A09,43318285,43319676,AT1G09350.1,AtGolS3,galactinol synthase 3,protein_coding,galactinol synthase 3,Predicted to encode a galactinol synthase,galactinol synthase 3;(source:Araport11),89.021,1011,105,2,1,1011,1,1005,0,1319
AT2G45400,up,18760,BraA05g005160.3C,A05,2607525,2612457,AT2G45400.1,BEN1,BRI1-5 ENHANCED 1,protein_coding,NAD(P)-binding Rossmann-fold superfamily protein,involved in the regulation of brassinosteroid metabolic pathway,NAD(P)-binding Rossmann-fold superfamily protein;(source:Araport11),87.996,1008,115,1,10,1017,94,1095,0,1274
AT5G59010,up,5479,BraA02g011300.3C,A02,5501668,5503914,AT5G59010.1,BSK5,brassinosteroid-signaling kinase 5,protein_coding,Protein kinase protein with tetratricopeptide repeat domain,NA,kinase with tetratricopeptide repeat domain-containing protein;(source:Araport11),89.583,1488,137,1,1,1488,1,1470,0,1997
AT4G13195,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT3G28420,up,25746,BraA06g037050.3C,A06,24782136,24782729,AT3G28420.1,NA,NA,NA,NA,NA,NA,82.545,613,85,5,1,593,40,650,1.36e-177,621
AT4G38820,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G04310,up,33868,BraA08g034940.3C,A08,22544445,22546397,AT1G04310.1,ERS2,ethylene response sensor 2,protein_coding,ethylene response sensor 2,encodes an ethylene receptor related to bacterial two-component histidine kinases.,ethylene response sensor 2;(source:Araport11),78.711,1940,320,13,1,1856,1,1931,0,1662
AT5G57220,up,5595,BraA02g012430.3C,A02,6086889,6088671,AT5G57220.1,CYP81F2,"cytochrome P450, family 81, subfamily F, polypeptide 2",protein_coding,"cytochrome P450, family 81, subfamily F, polypeptide 2","member of CYP81F, involved in glucosinolate metabolism. Mutants had impaired resistance to fungi. The mRNA is cell-to-cell mobile.","cytochrome P450, family 81, subfamily F, polypeptide 2;(source:Araport11)",86.437,1482,195,1,1,1482,1,1476,0,1768
AT2G47860,up,2443,BraA01g024420.3C,A01,14254844,14257028,AT2G47860.3,SETH6,NA,protein_coding,Phototropic-responsive NPH3 family protein,NA,Phototropic-responsive NPH3 family protein;(source:Araport11),84.217,811,101,4,1074,1878,1188,1977,0,892
AT1G21980,up,33061,BraA08g027070.3C,A08,19202183,19205327,AT1G21980.1,ATPIP5K1,phosphatidylinositol-4-phosphate 5-kinase 1,protein_coding,phosphatidylinositol-4-phosphate 5-kinase 1,"Type I phosphatidylinositol-4-phosphate 5-kinase. Preferentially phosphorylates PtdIns4P. Induced by water stress and abscisic acid in Arabidopsis thaliana. Expressed in procambial cells of leaves, flowers and roots. A N-terminal Membrane Occupation and Recognition Nexus (MORN)affects enzyme activity and distribution.",phosphatidylinositol-4-phosphate 5-kinase 1;(source:Araport11),85.317,2159,299,6,53,2205,113,2259,0,2453
AT2G01430,up,7568,BraA02g034680.3C,A02,23963967,23966301,AT2G01430.1,ATHB-17,ARABIDOPSIS THALIANA HOMEOBOX-LEUCINE ZIPPER PROTEIN 17,protein_coding,homeobox-leucine zipper protein 17,"ATHB17 is a member of the HD-Zip transcription factor family. It is expressed most strongly in roots at different stages of development and induced by ABA, paraquat, drought, and NaCl treatments. Loss of function mutants are more sensitive to salt and drought stress.The protein is nuclear localized and has been shown to bind to the promoter of SIG5 and other genes.",homeobox-leucine zipper protein 17;(source:Araport11),87.154,615,55,4,1,597,220,828,0,756
AT2G41820,up,18466,BraA05g002490.3C,A05,1415609,1418354,AT2G41820.1,PXC3,PXY/TDR-correlated 3,protein_coding,Leucine-rich repeat protein kinase family protein,NA,Leucine-rich repeat protein kinase family protein;(source:Araport11),89.543,2668,276,1,1,2668,1,2665,0,3552
AT2G23180,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G30100,up,37143,BraA09g034930.3C,A09,27617115,27618881,AT1G30100.1,ATNCED5,NINE-CIS-EPOXYCAROTENOID DIOXYGENASE 5,protein_coding,nine-cis-epoxycarotenoid dioxygenase 5,"Encodes 9-cis-epoxycarotenoid dioxygenase, a key enzyme in the biosynthesis of abscisic acid. The expression of this gene increases during the first 6h of imbibition.",nine-cis-epoxycarotenoid dioxygenase 5;(source:Araport11),89.887,1770,176,1,1,1767,1,1770,0,2383
AT3G44350,up,24385,BraA06g021520.3C,A06,12824656,12827937,AT3G44350.2,anac061,NAC domain containing protein 61,protein_coding,NAC domain containing protein 61,NA,NAC domain containing protein 61;(source:Araport11),88.636,572,62,1,10,581,10,578,0,737
AT5G06860,up,42995,BraA10g029540.3C,A10,18838000,18839067,AT5G06860.1,ATPGIP1,POLYGALACTURONASE INHIBITING PROTEIN 1,protein_coding,polygalacturonase inhibiting protein 1,"Encodes a polygalacturonase inhibiting protein involved in defense response. PGIPs inhibit the function of cell wall pectin degrading enzymes such as those produced by fungal pathogens. PGIP1 is induced by fungal infection. Suppressed in the proton sensitive stop1-mutant, but the transcription level was recovered by transformation of STOP2. Knockout mutant showed severe damage in the root tip in low Ca and low pH medium.",polygalacturonase inhibiting protein 1;(source:Araport11),86.058,997,134,2,1,996,1,993,0,1168
AT5G39860,up,28245,BraA07g019970.3C,A07,16696937,16697873,AT5G39860.1,BHLH136,BASIC HELIX-LOOP-HELIX PROTEIN 136,protein_coding,basic helix-loop-helix (bHLH) DNA-binding family protein,Encodes PRE1 (PACLOBUTRAZOL RESISTANCE1).  PRE1 and IBH1 form a pair of antagonistic HLH/bHLH transcription factors that function downstream of BZR1 to mediate brassinosteroid regulation of cell elongation.  BNQ1 is directly and negatively regulated by AP3 and PI in petals.Required for appropriate regulation of flowering time.,basic helix-loop-helix (bHLH) DNA-binding family protein;(source:Araport11),90.323,279,27,0,1,279,1,279,9.66e-106,381
AT1G14540,up,23352,BraA06g010710.3C,A06,5812997,5814358,AT1G14540.1,PER4,peroxidase 4,protein_coding,Peroxidase superfamily protein,NA,Peroxidase superfamily protein;(source:Araport11),87.631,954,112,2,1,954,1,948,0,1186
AT5G64780,up,24888,BraA06g028230.3C,A06,19620154,19621455,AT5G64780.1,NA,NA,protein_coding,Uncharacterised conserved protein UCP009193,NA,holocarboxylase synthetase;(source:Araport11),78.695,521,54,7,1,476,1,509,8.07e-129,459
AT5G09970,up,42828,BraA10g027860.3C,A10,18187745,18189466,AT5G09970.1,CYP78A7,"cytochrome P450, family 78, subfamily A, polypeptide 7",protein_coding,"cytochrome P450, family 78, subfamily A, polypeptide 7",member of CYP78A,"cytochrome P450, family 78, subfamily A, polypeptide 7;(source:Araport11)",88.268,1611,183,2,1,1605,1,1611,0,2049
AT3G63440,up,38816,BraA09g052550.3C,A09,38348606,38350639,AT3G63440.1,ATCKX6,CYTOKININ OXIDASE 6,NA,NA,NA,NA,85.448,1553,211,4,1,1553,40,1577,0,1777
AT1G61820,up,2817,BraA01g029610.3C,A01,19673693,19677620,AT1G61820.1,BGLU46,beta glucosidase 46,protein_coding,beta glucosidase 46,NA,beta glucosidase 46;(source:Araport11),86.819,918,121,0,532,1449,634,1551,0,1110
AT4G27260,up,14147,BraA03g053600.3C,A03,27739546,27741846,AT4G27260.1,GH3.5,NA,NA,NA,NA,NA,91.626,1839,154,0,1,1839,1,1839,0,2623
AT3G60650,up,38596,BraA09g050400.3C,A09,37361930,37362837,AT3G60650.1,NA,NA,NA,NA,NA,NA,79.538,303,50,6,44,343,29,322,1.49e-66,251
AT4G30290,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G35140,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT4G21200,up,13725,BraA03g049490.3C,A03,25249504,25253138,AT4G21200.1,ATGA2OX8,ARABIDOPSIS THALIANA GIBBERELLIN 2-OXIDASE 8,protein_coding,gibberellin 2-oxidase 8,Encodes a protein with gibberellin 2-oxidase activity which acts specifically on C-20 gibberellins.,gibberellin 2-oxidase 8;(source:Araport11),91.232,1015,89,0,1,1015,1,1015,0,1429
AT5G01210,up,4341,BraA02g000300.3C,A02,203118,204458,AT5G01210.1,NA,NA,protein_coding,HXXXD-type acyl-transferase family protein,NA,HXXXD-type acyl-transferase family protein;(source:Araport11),85.534,1348,169,6,1,1341,100,1428,0,1548
AT3G59900,up,38529,BraA09g049790.3C,A09,37085062,37085382,AT3G59900.1,ARGOS,AUXIN-REGULATED GENE INVOLVED IN ORGAN SIZE,NA,NA,NA,NA,79.104,335,40,5,1,320,73,392,4.49e-79,293
AT3G15540,up,3455,BraA01g036620.3C,A01,24918781,24919938,AT3G15540.1,IAA19,indole-3-acetic acid inducible 19,NA,NA,NA,NA,90.909,594,54,0,1,594,1,594,0,829
AT5G54510,up,5739,BraA02g013860.3C,A02,7064752,7066957,AT5G54510.1,DFL1,DWARF IN LIGHT 1,protein_coding,Auxin-responsive GH3 family protein,"Encodes an IAA-amido synthase that conjugates Ala, Asp, Phe, and Trp to auxin. Lines overexpressing this gene accumulate IAA-ASP and are hypersensitive to several auxins.  Identified as a dominant mutation that displays shorter hypocotyls in light grown plants when compared to wild type siblings. Protein is similar to auxin inducible gene from pea (GH3).",Auxin-responsive GH3 family protein;(source:Araport11),91.463,1839,157,0,1,1839,1,1839,0,2608
AT3G58190,up,15302,BraA04g002790.3C,A04,1730688,1731464,AT3G58190.1,ASL16,ASYMMETRIC LEAVES 2-LIKE 16,NA,NA,NA,NA,89.008,655,57,2,6,660,18,657,0,861
AT4G32280,up,14492,BraA03g057220.3C,A03,30044307,30045458,AT4G32280.1,IAA29,indole-3-acetic acid inducible 29,protein_coding,NA,NA,indole-3-acetic acid inducible 29;(source:Araport11),79.416,753,107,9,1,717,1,741,0,663
AT5G60890,down,34669,BraA09g006740.3C,A09,3885837,3886985,AT5G60890.1,AtATR1,NA,protein_coding,myb domain protein 34,"Myb-like transcription factor that modulates expression of ASA1, a key point of control in the tryptophan pathway; mutant has deregulated expression of ASA1 in dominant allele. Loss of function allele suggests ATR1 also functions at a control point for regulating indole glucosinolate homeostasis.",myb domain protein 34;(source:Araport11),83.796,864,125,3,1,852,1,861,0,928
AT4G19690,down,1149,BraA01g010990.3C,A01,5702680,5703896,AT4G19690.2,ATIRT1,ARABIDOPSIS IRON-REGULATED TRANSPORTER 1,protein_coding,iron-regulated transporter 1,"The gene encodes Fe2+ transporter protein. It is a member of the Zrt/Irt-like protein (ZIP) family of transporters. AtIRT1 has broad specificity for divalent heavy metals, mediating the transport of zinc, manganese, cobalt and cadmium under Fe-deficient conditions. IRT1 is monoubiquitinated to promote endocytic trafficking. The mRNA is cell-to-cell mobile.",iron-regulated transporter 1;(source:Araport11),86.207,1044,138,1,1,1038,1,1044,0,1234
AT1G72200,down,6410,BraA02g020810.3C,A02,12139535,12140746,AT1G72200.1,NA,NA,protein_coding,RING/U-box superfamily protein,NA,RING/U-box superfamily protein;(source:Araport11),81.44,1153,184,5,1,1126,1,1150,0,1119
